element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
La	1	"766.434"	"766.433+"	"21"	"1.04e+06"	C+	"0.4332660"	"2.050499"	"5d2.(3F).6s"	"4F"	"7/2"	"4f.6s2"	"2F*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	""	"798.112+"	""	"1.45e+06"	C+	"1.0471760"	"2.600218"	"5d2.(1D).6s"	"2D"	"3/2"	"5d2.(3F).6p"	"*"	"5/2"	4	6		"T9460"	""	
La	1	"805.139"	"805.138+"	"35hc"	"1.47e+06"	B	"0.5110098"	"2.050499"	"5d2.(3F).6s"	"4F"	"9/2"	"4f.6s2"	"2F*"	"7/2"	10	8		"T9460"	"L3475"	
La	1	""	"808.450+"	""	"2.7e+06"	C+	"1.2299011"	"2.763083"	"5d2.(1G).6s"	"2G"	"9/2"	"5d2.(3F).6p"	"2G*"	"9/2"	10	10		"T9460"	""	
La	1	"808.605"	"808.613+"	"75"	"2.05e+06"	B+	"0.3308132"	"1.863686"	"5d2.(3F).6s"	"4F"	"3/2"	"5d.6s.(3D).6p"	"*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"820.338"	"820.333+"	"7h"	"1.150e+05"	C	"0.3731927"	"1.884167"	"5d2.(3F).6s"	"4F"	"5/2"	"4f.6s2"	"2F*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"831.604"	"831.605+"	"13h"	"8.60e+05"	C+	"0.3731927"	"1.863686"	"5d2.(3F).6s"	"4F"	"5/2"	"5d.6s.(3D).6p"	"*"	"3/2"	6	4		"T9460"	"L3475"	
La	1	"850.737"	"850.736+"	"13h"	"3.6e+06"	C	"1.0471760"	"2.504151"	"5d2.(1D).6s"	"2D"	"3/2"	"5d.6s.(1D).6p"	"*"	"1/2"	4	2		"T9460"	"L3475"	
La	1	"854.346"	"854.349+"	"17c*"	"3.4e+06"	C+	"1.2349947"	"2.685809"	"5d2.(1G).6s"	"2G"	"7/2"	"5d2.(3F).6p"	"2G*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	""	"858.809+"	""	"1.26e+07"	C+	"2.328004"	"3.771284&dagger;"	"5d3"	"2D2"	"5/2"	"4f.5d.(3P*).6s"	"4P*"	"3/2"	6	4		"T9460"	""	
La	1	"862.422"	"862.426+"	"7h"	"3.40e+05"	C	"0.8693659"	"2.306592"	"5d2.(3F).6s"	"2F"	"5/2"	"5d2.(3F).6p"	"4G*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"863.847"	"863.847+"	"15"	"1.36e+06"	C+	"1.0471760"	"2.482038"	"5d2.(1D).6s"	"2D"	"3/2"	"5d.6s.(1D).6p"	"*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"867.211"	"867.212+"	"19hw"	"3.5e+06"	C+	"1.2299011"	"2.659196"	"5d2.(1G).6s"	"2G"	"9/2"	"5d2.(3F).6p"	"*"	"7/2"	10	8		"T9460"	"L3475"	
La	1	"872.041"	"872.043+"	"13h"	"1.67e+06"	C+	"1.2299011"	"2.651278"	"5d2.(1G).6s"	"2G"	"9/2"	"5d2.(3F).6p"	"4F*"	"9/2"	10	10		"T9460"	"L3475"	
La	1	"882.582"	"882.585+"	"35"	"3.9e+06"	C+	"0.9983409"	"2.402739"	"5d2.(3F).6s"	"2F"	"7/2"	"5d2.(3F).6p"	"2D*"	"5/2"	8	6		"T9460"	"L3475"	
La	1	""	"887.104+"	""	"1.97e+06"	C+	"1.6413429"	"3.038589&dagger;"	"5d3"	"4F"	"7/2"	"4f.5d.(3F*).6s"	"4F*"	"5/2"	8	6		"T9460"	""	
