element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Y	1	"300.52618"	"0.00010"	"300.52598"	"0.00009"	"70"	"4.7e+06"	B+	"0.0000000"	"4.12437131"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"y 4D*"	"3/2"	4	4		"T9421"	"L7610,L3475"	
Y	1	"302.22814"	"0.00010"	"302.228076"	"0.000013"	"90"	"6.6e+06"	B+	"0.06575514"	"4.16689962"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"x 2F*"	"5/2"	6	6		"T4373"	"L7610,L3475"	
Y	1	"303.8467"	"0.0010"	"303.846861"	"0.000013"	"12"	"5.2e+05"	B+	"0.06575514"	"4.14505113"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"z 2G*"	"7/2"	6	8		"T9421"	"L7610"	
Y	1	"304.53628"	"0.00010"	"304.536308"	"0.000013"	"190"	"1.07e+07"	B+	"0.06575514"	"4.13581629"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"y 4D*"	"5/2"	6	6		"T4373"	"L7610,L3475"	
Y	1	""	""	"305.395112"	"0.000013"	""	"1.86e+05"	B	"0.06575514"	"4.12437131"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"y 4D*"	"3/2"	6	4		"T9421"	""	
Y	2	"311.2029"	"0.0010"	"311.20295+"	"0.00014"	"55*"	"1.30e+06"	C+	"0.0000000"	"3.9828751"	"5s2"	"a 1S"	"0"	"4d.5p"	"y 3P*"	"1"	1	3		"T4373"	"L10987,L3475"	
Y	1	"315.56472"	"0.00010"	"315.56477"	"0.00011"	"13"	"2.7e+05"	C+	"0.0000000"	"3.9278247"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"y 4F*"	"5/2"	4	6		"T4373"	"L7610"	
Y	1	"317.28352"	"0.00010"	"317.28347"	"0.00011"	"3"	"1.01e+06"	C+	"0.0000000"	"3.9065488"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"y 4F*"	"3/2"	4	4		"T4373"	"L7610"	
Y	2	"317.9415"	"0.0010"	"317.94160+"	"0.00014"	"220"	"3.78e+06"	B+	"0.1041713"	"4.0026340"	"4d.5s"	"a 3D"	"1"	"4d.5p"	"y 3P*"	"2"	3	5		"T4373"	"L10987,L3475"	
Y	1	"318.5944"	"0.0010"	"318.59424"	"0.00005"	"1"	"1.92e+05"	C+	"0.06575514"	"3.9562321"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"y 4F*"	"7/2"	6	8		"T9421"	"L7610"	
